date,channel,device,country,visitors,signups,trial_users,paid_customers,mrr,visit_to_signup,signup_to_trial,trial_to_paid
2024-01-07,Partner,Desktop,Germany,50,5,3,1,400,0.1,0.6,0.3333333333333333
2024-01-08,Organic,Desktop,Germany,1101,66,29,8,1760,0.05994550408719346,0.4393939393939394,0.27586206896551724
2024-01-08,Google,Mobile,Australia,549,30,12,3,660,0.0546448087431694,0.4,0.25
2024-01-08,LinkedIn,Desktop,India,376,33,18,6,2100,0.08776595744680851,0.5454545454545454,0.3333333333333333
2024-01-08,Facebook,Desktop,Australia,445,17,5,1,180,0.038202247191011236,0.29411764705882354,0.2
2024-01-08,Referral,Mobile,India,239,19,9,3,900,0.0794979079497908,0.47368421052631576,0.3333333333333333
2024-01-08,Email,Desktop,Australia,50,3,1,0,0,0.06,0.3333333333333333,0.0
2024-01-08,Direct,Desktop,Australia,289,14,5,1,250,0.04844290657439446,0.35714285714285715,0.2
2024-01-08,Partner,Tablet,Germany,195,19,11,4,1600,0.09743589743589744,0.5789473684210527,0.36363636363636365
2024-01-09,Organic,Desktop,USA,772,46,20,5,1100,0.05958549222797927,0.43478260869565216,0.25
2024-01-09,Google,Mobile,USA,432,23,9,2,440,0.05324074074074074,0.391304347826087,0.2222222222222222
2024-01-09,LinkedIn,Desktop,USA,335,30,16,5,1750,0.08955223880597014,0.5333333333333333,0.3125
2024-01-09,Facebook,Mobile,India,287,11,3,0,0,0.03832752613240418,0.2727272727272727,0.0
2024-01-09,Referral,Desktop,USA,302,24,12,4,1200,0.07947019867549669,0.5,0.3333333333333333
2024-01-09,Email,Mobile,Australia,50,3,1,0,0,0.06,0.3333333333333333,0.0
2024-01-09,Direct,Desktop,Germany,62,3,1,0,0,0.04838709677419355,0.3333333333333333,0.0
2024-01-09,Partner,Desktop,USA,194,19,11,4,1600,0.0979381443298969,0.5789473684210527,0.36363636363636365
2024-01-10,Organic,Desktop,Australia,924,55,24,6,1320,0.05952380952380952,0.43636363636363634,0.25
2024-01-10,Google,Mobile,India,531,29,11,2,440,0.054613935969868174,0.3793103448275862,0.18181818181818182
2024-01-10,LinkedIn,Mobile,Germany,106,9,4,1,350,0.08490566037735849,0.4444444444444444,0.25
2024-01-10,Facebook,Desktop,Australia,399,15,5,1,180,0.03759398496240601,0.3333333333333333,0.2
2024-01-10,Referral,Desktop,Australia,183,14,7,2,600,0.07650273224043716,0.5,0.2857142857142857
2024-01-10,Email,Mobile,UK,50,3,1,0,0,0.06,0.3333333333333333,0.0
2024-01-10,Direct,Desktop,Australia,140,7,2,0,0,0.05,0.2857142857142857,0.0
2024-01-10,Partner,Desktop,India,247,24,14,5,2000,0.09716599190283401,0.5833333333333334,0.35714285714285715
2024-01-11,Organic,Desktop,India,844,50,22,6,1320,0.05924170616113744,0.44,0.2727272727272727
2024-01-11,Google,Desktop,Australia,683,37,14,3,660,0.05417276720351391,0.3783783783783784,0.21428571428571427
2024-01-11,LinkedIn,Desktop,Germany,296,26,14,4,1400,0.08783783783783784,0.5384615384615384,0.2857142857142857
2024-01-11,Facebook,Desktop,India,697,27,9,1,180,0.03873744619799139,0.3333333333333333,0.1111111111111111
2024-01-11,Referral,Desktop,Germany,137,10,5,1,300,0.072992700729927,0.5,0.2
2024-01-11,Email,Desktop,USA,110,7,3,0,0,0.06363636363636363,0.42857142857142855,0.0
2024-01-11,Direct,Desktop,USA,50,2,0,0,0,0.04,0.0,
2024-01-11,Partner,Mobile,USA,50,5,3,1,400,0.1,0.6,0.3333333333333333
2024-01-12,Organic,Mobile,USA,900,54,24,6,1320,0.06,0.4444444444444444,0.25
2024-01-12,Google,Mobile,UK,773,42,16,4,880,0.054333764553686936,0.38095238095238093,0.25
2024-01-12,LinkedIn,Desktop,Australia,331,29,15,5,1750,0.08761329305135952,0.5172413793103449,0.3333333333333333
2024-01-12,Facebook,Mobile,UK,604,24,8,1,180,0.039735099337748346,0.3333333333333333,0.125
2024-01-12,Referral,Desktop,Germany,315,25,12,4,1200,0.07936507936507936,0.48,0.3333333333333333
2024-01-12,Email,Desktop,UK,309,21,9,2,480,0.06796116504854369,0.42857142857142855,0.2222222222222222
2024-01-12,Direct,Desktop,USA,50,2,0,0,0,0.04,0.0,
2024-01-12,Partner,Mobile,India,287,28,16,6,2400,0.0975609756097561,0.5714285714285714,0.375
2024-01-13,Organic,Mobile,Germany,1192,71,31,8,1760,0.05956375838926174,0.43661971830985913,0.25806451612903225
2024-01-13,Google,Tablet,Germany,653,35,14,3,660,0.05359877488514548,0.4,0.21428571428571427
2024-01-13,LinkedIn,Tablet,Germany,322,28,15,5,1750,0.08695652173913043,0.5357142857142857,0.3333333333333333
2024-01-13,Facebook,Mobile,Australia,343,13,4,0,0,0.037900874635568516,0.3076923076923077,0.0
2024-01-13,Referral,Desktop,India,354,28,14,5,1500,0.07909604519774012,0.5,0.35714285714285715
2024-01-13,Email,Desktop,India,50,3,1,0,0,0.06,0.3333333333333333,0.0
2024-01-13,Direct,Desktop,India,342,17,6,1,250,0.049707602339181284,0.35294117647058826,0.16666666666666666
2024-01-13,Partner,Desktop,Germany,73,7,4,1,400,0.0958904109589041,0.5714285714285714,0.25
2024-01-14,Organic,Desktop,India,1186,71,31,8,1760,0.05986509274873524,0.43661971830985913,0.25806451612903225
2024-01-14,Google,Desktop,Australia,819,45,18,4,880,0.054945054945054944,0.4,0.2222222222222222
2024-01-14,LinkedIn,Desktop,USA,333,29,15,5,1750,0.08708708708708708,0.5172413793103449,0.3333333333333333
2024-01-14,Facebook,Mobile,UK,544,21,7,1,180,0.03860294117647059,0.3333333333333333,0.14285714285714285
2024-01-14,Referral,Mobile,Australia,373,29,14,5,1500,0.0777479892761394,0.4827586206896552,0.35714285714285715
2024-01-14,Email,Desktop,UK,224,15,6,1,240,0.06696428571428571,0.4,0.16666666666666666
2024-01-14,Direct,Tablet,Australia,169,8,3,0,0,0.047337278106508875,0.375,0.0
2024-01-14,Partner,Mobile,India,154,15,9,3,1200,0.09740259740259741,0.6,0.3333333333333333
2024-01-15,Organic,Desktop,Germany,638,38,17,4,880,0.05956112852664577,0.4473684210526316,0.23529411764705882
2024-01-15,Google,Desktop,USA,820,45,18,4,880,0.054878048780487805,0.4,0.2222222222222222
2024-01-15,LinkedIn,Desktop,USA,131,11,6,2,700,0.08396946564885496,0.5454545454545454,0.3333333333333333
2024-01-15,Facebook,Mobile,India,168,6,2,0,0,0.03571428571428571,0.3333333333333333,0.0
2024-01-15,Referral,Desktop,Germany,366,29,14,5,1500,0.07923497267759563,0.4827586206896552,0.35714285714285715
2024-01-15,Email,Mobile,Australia,320,22,9,2,480,0.06875,0.4090909090909091,0.2222222222222222
2024-01-15,Direct,Desktop,UK,250,12,4,1,250,0.048,0.3333333333333333,0.25
2024-01-15,Partner,Desktop,India,267,26,15,6,2400,0.09737827715355805,0.5769230769230769,0.4
2024-01-16,Organic,Mobile,UK,794,47,21,5,1100,0.05919395465994962,0.44680851063829785,0.23809523809523808
2024-01-16,Google,Desktop,Germany,514,28,11,2,440,0.054474708171206226,0.39285714285714285,0.18181818181818182
2024-01-16,LinkedIn,Desktop,Germany,108,9,4,1,350,0.08333333333333333,0.4444444444444444,0.25
2024-01-16,Facebook,Desktop,USA,414,16,5,1,180,0.03864734299516908,0.3125,0.2
2024-01-16,Referral,Desktop,India,120,9,4,1,300,0.075,0.4444444444444444,0.25
2024-01-16,Email,Desktop,Australia,50,3,1,0,0,0.06,0.3333333333333333,0.0
2024-01-16,Direct,Mobile,USA,105,5,2,0,0,0.047619047619047616,0.4,0.0
2024-01-16,Partner,Mobile,India,193,19,11,4,1600,0.09844559585492228,0.5789473684210527,0.36363636363636365
2024-01-17,Organic,Desktop,India,1005,60,27,7,1540,0.05970149253731343,0.45,0.25925925925925924
2024-01-17,Google,Desktop,India,640,35,14,3,660,0.0546875,0.4,0.21428571428571427
2024-01-17,LinkedIn,Mobile,India,445,40,22,7,2450,0.0898876404494382,0.55,0.3181818181818182
2024-01-17,Facebook,Desktop,UK,348,13,4,0,0,0.03735632183908046,0.3076923076923077,0.0
2024-01-17,Referral,Mobile,UK,272,21,10,3,900,0.07720588235294118,0.47619047619047616,0.3
2024-01-17,Email,Mobile,Australia,77,5,2,0,0,0.06493506493506493,0.4,0.0
2024-01-17,Direct,Desktop,India,143,7,2,0,0,0.04895104895104895,0.2857142857142857,0.0
2024-01-17,Partner,Mobile,India,323,32,19,7,2800,0.09907120743034056,0.59375,0.3684210526315789
2024-01-18,Organic,Desktop,USA,1059,63,28,7,1540,0.059490084985835696,0.4444444444444444,0.25
2024-01-18,Google,Desktop,UK,891,49,19,4,880,0.05499438832772166,0.3877551020408163,0.21052631578947367
2024-01-18,LinkedIn,Mobile,UK,416,37,20,7,2450,0.0889423076923077,0.5405405405405406,0.35
2024-01-18,Facebook,Desktop,Australia,460,18,6,1,180,0.0391304347826087,0.3333333333333333,0.16666666666666666
2024-01-18,Referral,Desktop,Germany,463,37,18,6,1800,0.07991360691144708,0.4864864864864865,0.3333333333333333
2024-01-18,Email,Mobile,USA,281,19,8,2,480,0.06761565836298933,0.42105263157894735,0.25
2024-01-18,Direct,Desktop,India,62,3,1,0,0,0.04838709677419355,0.3333333333333333,0.0
2024-01-18,Partner,Desktop,USA,50,5,3,1,400,0.1,0.6,0.3333333333333333
2024-01-19,Organic,Tablet,Australia,644,38,17,4,880,0.059006211180124224,0.4473684210526316,0.23529411764705882
2024-01-19,Google,Desktop,UK,651,35,14,3,660,0.053763440860215055,0.4,0.21428571428571427
2024-01-19,LinkedIn,Desktop,UK,221,19,10,3,1050,0.08597285067873303,0.5263157894736842,0.3
2024-01-19,Facebook,Mobile,Germany,438,17,5,1,180,0.03881278538812785,0.29411764705882354,0.2
2024-01-19,Referral,Mobile,USA,352,28,14,5,1500,0.07954545454545454,0.5,0.35714285714285715
2024-01-19,Email,Desktop,Australia,106,7,3,0,0,0.0660377358490566,0.42857142857142855,0.0
2024-01-19,Direct,Desktop,India,160,8,3,0,0,0.05,0.375,0.0
2024-01-19,Partner,Desktop,USA,50,5,3,1,400,0.1,0.6,0.3333333333333333
2024-01-20,Organic,Desktop,India,843,50,22,6,1320,0.05931198102016608,0.44,0.2727272727272727
2024-01-20,Google,Desktop,UK,537,29,11,2,440,0.054003724394785846,0.3793103448275862,0.18181818181818182
2024-01-20,LinkedIn,Desktop,USA,367,33,18,6,2100,0.08991825613079019,0.5454545454545454,0.3333333333333333
2024-01-20,Facebook,Desktop,USA,356,14,4,0,0,0.03932584269662921,0.2857142857142857,0.0
2024-01-20,Referral,Desktop,Germany,367,29,14,5,1500,0.07901907356948229,0.4827586206896552,0.35714285714285715
2024-01-20,Email,Desktop,UK,50,3,1,0,0,0.06,0.3333333333333333,0.0
2024-01-20,Direct,Desktop,India,109,5,2,0,0,0.045871559633027525,0.4,0.0
2024-01-20,Partner,Desktop,Germany,85,8,4,1,400,0.09411764705882353,0.5,0.25
2024-01-21,Organic,Desktop,India,794,47,21,5,1100,0.05919395465994962,0.44680851063829785,0.23809523809523808
2024-01-21,Google,Desktop,USA,481,26,10,2,440,0.05405405405405406,0.38461538461538464,0.2
2024-01-21,LinkedIn,Desktop,Australia,552,49,26,9,3150,0.08876811594202899,0.5306122448979592,0.34615384615384615
2024-01-21,Facebook,Mobile,USA,658,26,9,1,180,0.03951367781155015,0.34615384615384615,0.1111111111111111
2024-01-21,Referral,Mobile,Australia,238,19,9,3,900,0.07983193277310924,0.47368421052631576,0.3333333333333333
2024-01-21,Email,Desktop,Germany,50,3,1,0,0,0.06,0.3333333333333333,0.0
2024-01-21,Direct,Tablet,UK,359,17,6,1,250,0.04735376044568245,0.35294117647058826,0.16666666666666666
2024-01-21,Partner,Mobile,UK,141,14,8,3,1200,0.09929078014184398,0.5714285714285714,0.375
2024-01-22,Organic,Desktop,Germany,649,38,17,4,880,0.05855161787365177,0.4473684210526316,0.23529411764705882
2024-01-22,Google,Desktop,India,741,40,16,4,880,0.05398110661268556,0.4,0.25
2024-01-22,LinkedIn,Desktop,UK,517,46,25,8,2800,0.08897485493230174,0.5434782608695652,0.32
2024-01-22,Facebook,Desktop,UK,489,19,6,1,180,0.03885480572597137,0.3157894736842105,0.16666666666666666
2024-01-22,Referral,Desktop,Germany,217,17,8,3,900,0.07834101382488479,0.47058823529411764,0.375
2024-01-22,Email,Mobile,Germany,88,6,2,0,0,0.06818181818181818,0.3333333333333333,0.0
2024-01-22,Direct,Mobile,UK,365,18,7,1,250,0.049315068493150684,0.3888888888888889,0.14285714285714285
2024-01-22,Partner,Mobile,Germany,50,5,3,1,400,0.1,0.6,0.3333333333333333
2024-01-23,Organic,Desktop,Germany,925,55,24,6,1320,0.05945945945945946,0.43636363636363634,0.25
2024-01-23,Google,Desktop,India,673,37,14,3,660,0.0549777117384844,0.3783783783783784,0.21428571428571427
2024-01-23,LinkedIn,Desktop,UK,354,31,17,5,1750,0.08757062146892655,0.5483870967741935,0.29411764705882354
2024-01-23,Facebook,Desktop,Germany,545,21,7,1,180,0.03853211009174312,0.3333333333333333,0.14285714285714285
2024-01-23,Referral,Desktop,UK,363,29,14,5,1500,0.07988980716253444,0.4827586206896552,0.35714285714285715
2024-01-23,Email,Desktop,India,50,3,1,0,0,0.06,0.3333333333333333,0.0
2024-01-23,Direct,Desktop,UK,289,14,5,1,250,0.04844290657439446,0.35714285714285715,0.2
2024-01-23,Partner,Desktop,UK,87,8,4,1,400,0.09195402298850575,0.5,0.25
2024-01-24,Organic,Mobile,Australia,678,40,18,5,1100,0.058997050147492625,0.45,0.2777777777777778
2024-01-24,Google,Mobile,UK,831,45,18,4,880,0.05415162454873646,0.4,0.2222222222222222
2024-01-24,LinkedIn,Desktop,India,166,14,7,2,700,0.08433734939759036,0.5,0.2857142857142857
2024-01-24,Facebook,Mobile,USA,510,20,7,1,180,0.0392156862745098,0.35,0.14285714285714285
2024-01-24,Referral,Desktop,Germany,486,38,19,7,2100,0.07818930041152264,0.5,0.3684210526315789
2024-01-24,Email,Mobile,Australia,144,10,4,1,240,0.06944444444444445,0.4,0.25
2024-01-24,Direct,Mobile,UK,87,4,1,0,0,0.04597701149425287,0.25,0.0
2024-01-24,Partner,Mobile,Germany,566,56,33,13,5200,0.0989399293286219,0.5892857142857143,0.3939393939393939
2024-01-25,Organic,Tablet,USA,1007,60,27,7,1540,0.05958291956305859,0.45,0.25925925925925924
2024-01-25,Google,Desktop,Australia,895,49,19,4,880,0.054748603351955305,0.3877551020408163,0.21052631578947367
2024-01-25,LinkedIn,Desktop,Germany,370,33,18,6,2100,0.0891891891891892,0.5454545454545454,0.3333333333333333
2024-01-25,Facebook,Desktop,USA,309,12,4,0,0,0.038834951456310676,0.3333333333333333,0.0
2024-01-25,Referral,Desktop,India,149,11,5,1,300,0.0738255033557047,0.45454545454545453,0.2
2024-01-25,Email,Desktop,Australia,345,24,10,3,720,0.06956521739130435,0.4166666666666667,0.3
2024-01-25,Direct,Desktop,India,248,12,4,1,250,0.04838709677419355,0.3333333333333333,0.25
2024-01-25,Partner,Desktop,India,284,28,16,6,2400,0.09859154929577464,0.5714285714285714,0.375
2024-01-26,Organic,Desktop,USA,1027,61,27,7,1540,0.05939629990262902,0.4426229508196721,0.25925925925925924
2024-01-26,Google,Mobile,UK,311,17,6,1,220,0.05466237942122187,0.35294117647058826,0.16666666666666666
2024-01-26,LinkedIn,Desktop,India,310,27,14,4,1400,0.08709677419354839,0.5185185185185185,0.2857142857142857
2024-01-26,Facebook,Mobile,USA,220,8,2,0,0,0.03636363636363636,0.25,0.0
2024-01-26,Referral,Tablet,India,199,15,7,2,600,0.07537688442211055,0.4666666666666667,0.2857142857142857
2024-01-26,Email,Desktop,UK,50,3,1,0,0,0.06,0.3333333333333333,0.0
2024-01-26,Direct,Desktop,Australia,269,13,5,1,250,0.048327137546468404,0.38461538461538464,0.2
2024-01-26,Partner,Mobile,UK,98,9,5,2,800,0.09183673469387756,0.5555555555555556,0.4
2024-01-27,Organic,Desktop,UK,1108,66,29,8,1760,0.05956678700361011,0.4393939393939394,0.27586206896551724
2024-01-27,Google,Desktop,Australia,261,14,5,1,220,0.05363984674329502,0.35714285714285715,0.2
2024-01-27,LinkedIn,Mobile,USA,256,23,12,4,1400,0.08984375,0.5217391304347826,0.3333333333333333
2024-01-27,Facebook,Desktop,Germany,422,16,5,1,180,0.037914691943127965,0.3125,0.2
2024-01-27,Referral,Desktop,Australia,423,33,16,6,1800,0.07801418439716312,0.48484848484848486,0.375
2024-01-27,Email,Desktop,Australia,50,3,1,0,0,0.06,0.3333333333333333,0.0
2024-01-27,Direct,Desktop,UK,315,15,6,1,250,0.047619047619047616,0.4,0.16666666666666666
2024-01-27,Partner,Mobile,Australia,50,5,3,1,400,0.1,0.6,0.3333333333333333
2024-01-28,Organic,Mobile,India,646,38,17,4,880,0.058823529411764705,0.4473684210526316,0.23529411764705882
2024-01-28,Google,Desktop,Australia,524,28,11,2,440,0.05343511450381679,0.39285714285714285,0.18181818181818182
2024-01-28,LinkedIn,Mobile,Australia,289,26,14,4,1400,0.08996539792387544,0.5384615384615384,0.2857142857142857
2024-01-28,Facebook,Desktop,USA,580,23,8,1,180,0.039655172413793106,0.34782608695652173,0.125
2024-01-28,Referral,Desktop,India,190,15,7,2,600,0.07894736842105263,0.4666666666666667,0.2857142857142857
2024-01-28,Email,Desktop,Germany,135,9,4,1,240,0.06666666666666667,0.4444444444444444,0.25
2024-01-28,Direct,Desktop,India,264,13,5,1,250,0.04924242424242424,0.38461538461538464,0.2
2024-01-28,Partner,Desktop,India,50,5,3,1,400,0.1,0.6,0.3333333333333333
2024-01-29,Organic,Desktop,UK,1223,73,32,8,1760,0.059689288634505316,0.4383561643835616,0.25
2024-01-29,Google,Desktop,Australia,760,41,16,4,880,0.05394736842105263,0.3902439024390244,0.25
2024-01-29,LinkedIn,Mobile,Australia,159,14,7,2,700,0.0880503144654088,0.5,0.2857142857142857
2024-01-29,Facebook,Desktop,USA,333,13,4,0,0,0.03903903903903904,0.3076923076923077,0.0
2024-01-29,Referral,Desktop,USA,540,43,21,7,2100,0.07962962962962963,0.4883720930232558,0.3333333333333333
2024-01-29,Email,Desktop,UK,257,17,7,2,480,0.06614785992217899,0.4117647058823529,0.2857142857142857
2024-01-29,Direct,Desktop,Australia,483,24,9,2,500,0.049689440993788817,0.375,0.2222222222222222
2024-01-29,Partner,Desktop,USA,355,35,21,8,3200,0.09859154929577464,0.6,0.38095238095238093
2024-01-30,Organic,Desktop,Australia,621,37,16,4,880,0.05958132045088567,0.43243243243243246,0.25
2024-01-30,Google,Desktop,Australia,511,28,11,2,440,0.0547945205479452,0.39285714285714285,0.18181818181818182
2024-01-30,LinkedIn,Mobile,UK,206,18,9,3,1050,0.08737864077669903,0.5,0.3333333333333333
2024-01-30,Facebook,Desktop,Australia,631,25,8,1,180,0.039619651347068144,0.32,0.125
2024-01-30,Referral,Desktop,Germany,50,4,2,0,0,0.08,0.5,0.0
2024-01-30,Email,Desktop,Australia,131,9,4,1,240,0.06870229007633588,0.4444444444444444,0.25
2024-01-30,Direct,Desktop,India,296,14,5,1,250,0.0472972972972973,0.35714285714285715,0.2
2024-01-30,Partner,Mobile,USA,50,5,3,1,400,0.1,0.6,0.3333333333333333
2024-01-31,Organic,Desktop,UK,780,46,20,5,1100,0.05897435897435897,0.43478260869565216,0.25
2024-01-31,Google,Mobile,UK,648,35,14,3,660,0.05401234567901234,0.4,0.21428571428571427
2024-01-31,LinkedIn,Mobile,India,387,34,18,6,2100,0.08785529715762273,0.5294117647058824,0.3333333333333333
2024-01-31,Facebook,Desktop,UK,360,14,4,0,0,0.03888888888888889,0.2857142857142857,0.0
2024-01-31,Referral,Mobile,India,362,28,14,5,1500,0.07734806629834254,0.5,0.35714285714285715
2024-01-31,Email,Mobile,UK,242,16,7,2,480,0.06611570247933884,0.4375,0.2857142857142857
2024-01-31,Direct,Mobile,India,362,18,7,1,250,0.049723756906077346,0.3888888888888889,0.14285714285714285
2024-01-31,Partner,Desktop,UK,140,14,8,3,1200,0.1,0.5714285714285714,0.375
2024-02-01,Organic,Mobile,USA,894,53,23,6,1320,0.0592841163310962,0.4339622641509434,0.2608695652173913
2024-02-01,Google,Mobile,UK,762,41,16,4,880,0.05380577427821522,0.3902439024390244,0.25
2024-02-01,LinkedIn,Desktop,USA,111,9,4,1,350,0.08108108108108109,0.4444444444444444,0.25
2024-02-01,Facebook,Desktop,India,861,34,11,2,360,0.03948896631823461,0.3235294117647059,0.18181818181818182
2024-02-01,Referral,Desktop,Australia,546,43,21,7,2100,0.07875457875457875,0.4883720930232558,0.3333333333333333
2024-02-01,Email,Desktop,UK,222,15,6,1,240,0.06756756756756757,0.4,0.16666666666666666
2024-02-01,Direct,Mobile,Germany,252,12,4,1,250,0.047619047619047616,0.3333333333333333,0.25
2024-02-01,Partner,Desktop,Australia,279,27,16,6,2400,0.0967741935483871,0.5925925925925926,0.375
2024-02-02,Organic,Desktop,India,1289,77,34,9,1980,0.05973622963537626,0.44155844155844154,0.2647058823529412
2024-02-02,Google,Desktop,India,562,30,12,3,660,0.05338078291814947,0.4,0.25
2024-02-02,LinkedIn,Desktop,Germany,176,15,8,2,700,0.08522727272727272,0.5333333333333333,0.25
2024-02-02,Facebook,Mobile,India,407,16,5,1,180,0.03931203931203931,0.3125,0.2
2024-02-02,Referral,Tablet,Australia,203,16,8,3,900,0.07881773399014778,0.5,0.375
2024-02-02,Email,Desktop,UK,50,3,1,0,0,0.06,0.3333333333333333,0.0
2024-02-02,Direct,Mobile,Australia,225,11,4,1,250,0.04888888888888889,0.36363636363636365,0.25
2024-02-02,Partner,Desktop,UK,128,12,7,2,800,0.09375,0.5833333333333334,0.2857142857142857
2024-02-03,Organic,Mobile,Australia,822,49,22,6,1320,0.05961070559610705,0.4489795918367347,0.2727272727272727
2024-02-03,Google,Tablet,India,570,31,12,3,660,0.054385964912280704,0.3870967741935484,0.25
