user_id,signup_date,channel,device,country,plan_type,last_stage,stage_order,converted_paid,monthly_revenue
63,2024-05-30,paid_ads,desktop,India,professional,visited_site,1,0,0
64,2025-09-25,social_media,desktop,Brazil,enterprise,visited_site,1,0,0
65,2025-05-06,paid_ads,mobile,India,starter,signed_up,2,0,0
66,2025-09-25,referral,mobile,India,starter,visited_site,1,0,0
67,2024-12-07,organic_search,mobile,USA,professional,visited_site,1,0,0
68,2025-02-18,referral,tablet,Brazil,professional,visited_site,1,0,0
69,2025-10-21,paid_ads,desktop,Germany,starter,activated_feature,5,0,0
70,2024-07-08,organic_search,desktop,Germany,professional,visited_site,1,0,0
71,2024-02-27,paid_ads,desktop,USA,professional,visited_site,1,0,0
72,2024-07-21,organic_search,tablet,USA,enterprise,visited_site,1,0,0
73,2025-07-19,referral,desktop,Germany,starter,completed_profile,4,0,0
74,2024-12-23,paid_ads,tablet,USA,starter,visited_site,1,0,0
75,2025-11-28,paid_ads,mobile,India,starter,visited_site,1,0,0
76,2024-05-24,organic_search,desktop,India,starter,visited_site,1,0,0
77,2024-09-12,organic_search,desktop,Germany,starter,completed_onboard,3,0,0
78,2024-01-05,paid_ads,tablet,USA,enterprise,visited_site,1,0,0
79,2024-03-03,organic_search,desktop,Australia,enterprise,signed_up,2,0,0
80,2025-12-09,paid_ads,mobile,UK,starter,activated_feature,5,0,0
81,2025-04-02,direct,tablet,UK,professional,visited_site,1,0,0
82,2025-05-02,paid_ads,desktop,USA,starter,completed_onboard,3,0,0
83,2024-04-27,social_media,desktop,USA,professional,visited_site,1,0,0
84,2025-02-04,referral,desktop,Australia,enterprise,signed_up,2,0,0
85,2025-03-10,organic_search,desktop,Australia,professional,visited_site,1,0,0
86,2024-11-30,referral,mobile,Brazil,professional,visited_site,1,0,0
87,2025-06-25,paid_ads,tablet,India,professional,visited_site,1,0,0
88,2024-11-25,social_media,mobile,Brazil,starter,visited_site,1,0,0
89,2024-04-04,social_media,desktop,USA,professional,started_trial,6,0,0
90,2024-07-13,paid_ads,mobile,USA,professional,visited_site,1,0,0
91,2025-04-10,paid_ads,tablet,Germany,starter,visited_site,1,0,0
92,2024-12-11,organic_search,desktop,USA,starter,visited_site,1,0,0
93,2024-02-25,referral,desktop,India,starter,completed_onboard,3,0,0
94,2025-09-16,referral,tablet,USA,starter,visited_site,1,0,0
95,2024-03-18,paid_ads,tablet,UK,enterprise,signed_up,2,0,0
96,2025-09-14,paid_ads,mobile,USA,starter,visited_site,1,0,0
97,2024-01-28,referral,mobile,USA,enterprise,completed_profile,4,0,0
98,2024-07-30,organic_search,desktop,USA,starter,signed_up,2,0,0
99,2025-04-14,paid_ads,desktop,Germany,starter,visited_site,1,0,0
100,2025-03-18,paid_ads,mobile,India,starter,completed_onboard,3,0,0
101,2025-08-29,paid_ads,tablet,Germany,starter,converted_paid,7,1,17
102,2024-01-04,organic_search,mobile,India,enterprise,completed_onboard,3,0,0
103,2024-07-12,organic_search,tablet,UK,professional,visited_site,1,0,0
104,2024-03-30,paid_ads,mobile,India,professional,converted_paid,7,1,62
105,2025-11-03,organic_search,mobile,USA,starter,visited_site,1,0,0
106,2025-08-18,paid_ads,desktop,UK,professional,signed_up,2,0,0
107,2025-02-22,organic_search,mobile,Australia,professional,visited_site,1,0,0
108,2024-05-16,organic_search,tablet,Canada,enterprise,signed_up,2,0,0
109,2024-08-16,organic_search,desktop,Brazil,professional,signed_up,2,0,0
110,2025-02-13,organic_search,desktop,USA,professional,visited_site,1,0,0
111,2025-09-07,referral,desktop,UK,professional,visited_site,1,0,0
112,2025-10-26,paid_ads,desktop,India,professional,visited_site,1,0,0
113,2025-07-07,paid_ads,desktop,UK,starter,activated_feature,5,0,0
114,2025-02-23,organic_search,mobile,Germany,professional,visited_site,1,0,0
115,2025-05-31,direct,mobile,Germany,professional,completed_onboard,3,0,0
116,2024-08-03,referral,desktop,Canada,starter,visited_site,1,0,0
117,2025-11-15,social_media,mobile,UK,starter,visited_site,1,0,0
118,2025-07-03,social_media,mobile,Germany,professional,completed_profile,4,0,0
119,2025-09-07,organic_search,desktop,India,professional,visited_site,1,0,0
120,2024-12-21,paid_ads,mobile,USA,enterprise,visited_site,1,0,0
121,2025-01-12,referral,mobile,USA,professional,visited_site,1,0,0
122,2025-09-04,organic_search,desktop,USA,professional,visited_site,1,0,0
123,2025-07-20,direct,mobile,USA,enterprise,visited_site,1,0,0
124,2025-10-27,organic_search,mobile,India,professional,signed_up,2,0,0
125,2025-06-12,organic_search,desktop,UK,enterprise,completed_onboard,3,0,0
126,2024-06-28,paid_ads,desktop,Canada,starter,visited_site,1,0,0
127,2024-06-04,paid_ads,tablet,India,professional,visited_site,1,0,0
128,2024-12-07,organic_search,mobile,Brazil,starter,visited_site,1,0,0
129,2025-12-23,organic_search,tablet,UK,professional,signed_up,2,0,0
130,2024-01-19,organic_search,desktop,Germany,starter,visited_site,1,0,0
131,2024-04-23,organic_search,mobile,UK,professional,visited_site,1,0,0
132,2025-04-02,paid_ads,mobile,USA,starter,signed_up,2,0,0
133,2025-01-25,referral,mobile,Australia,enterprise,visited_site,1,0,0
134,2024-11-23,social_media,desktop,USA,starter,visited_site,1,0,0
135,2025-05-05,organic_search,mobile,USA,professional,activated_feature,5,0,0
136,2025-11-03,direct,tablet,USA,starter,completed_onboard,3,0,0
137,2025-05-28,organic_search,desktop,USA,professional,visited_site,1,0,0
138,2024-04-28,referral,mobile,India,professional,visited_site,1,0,0
139,2025-05-14,organic_search,mobile,India,professional,visited_site,1,0,0
140,2025-12-27,direct,mobile,USA,professional,visited_site,1,0,0
141,2024-08-24,social_media,desktop,USA,starter,visited_site,1,0,0
142,2025-09-01,paid_ads,desktop,Germany,starter,signed_up,2,0,0
143,2024-02-03,organic_search,desktop,Canada,starter,visited_site,1,0,0
144,2025-10-07,paid_ads,mobile,Canada,starter,completed_onboard,3,0,0
145,2025-02-04,social_media,desktop,Germany,starter,visited_site,1,0,0
146,2025-11-23,paid_ads,desktop,UK,starter,signed_up,2,0,0
147,2024-08-14,social_media,desktop,India,starter,signed_up,2,0,0
148,2025-07-01,direct,desktop,Brazil,starter,visited_site,1,0,0
149,2025-04-26,paid_ads,desktop,Canada,professional,visited_site,1,0,0
150,2024-03-01,social_media,desktop,India,starter,visited_site,1,0,0
151,2024-06-20,social_media,desktop,USA,professional,visited_site,1,0,0
152,2024-01-17,direct,desktop,USA,starter,visited_site,1,0,0
153,2025-10-22,direct,desktop,USA,professional,visited_site,1,0,0
154,2024-09-24,social_media,mobile,Germany,enterprise,visited_site,1,0,0
155,2025-12-11,organic_search,tablet,Brazil,starter,visited_site,1,0,0
156,2025-11-18,direct,mobile,UK,starter,signed_up,2,0,0
157,2024-05-31,organic_search,desktop,Australia,professional,activated_feature,5,0,0
158,2024-12-29,organic_search,desktop,USA,professional,signed_up,2,0,0
159,2024-06-09,paid_ads,mobile,UK,professional,visited_site,1,0,0
160,2025-02-17,referral,mobile,USA,starter,visited_site,1,0,0
161,2024-09-28,organic_search,desktop,India,enterprise,started_trial,6,0,0
162,2025-01-23,referral,tablet,Australia,starter,visited_site,1,0,0
163,2024-05-25,social_media,desktop,UK,starter,visited_site,1,0,0
164,2024-12-09,organic_search,desktop,USA,enterprise,visited_site,1,0,0
165,2025-03-15,organic_search,tablet,Australia,starter,visited_site,1,0,0
166,2025-07-24,referral,mobile,Canada,enterprise,visited_site,1,0,0
167,2025-05-31,paid_ads,mobile,USA,professional,activated_feature,5,0,0
168,2025-07-26,organic_search,tablet,Canada,enterprise,visited_site,1,0,0
169,2024-04-29,organic_search,mobile,UK,enterprise,visited_site,1,0,0
170,2024-11-18,social_media,desktop,Canada,enterprise,visited_site,1,0,0
171,2025-01-29,organic_search,desktop,USA,enterprise,completed_onboard,3,0,0
172,2025-08-24,organic_search,desktop,India,starter,visited_site,1,0,0
173,2024-04-23,paid_ads,tablet,USA,enterprise,visited_site,1,0,0
174,2024-10-15,paid_ads,desktop,UK,professional,signed_up,2,0,0
175,2025-11-11,referral,mobile,Germany,enterprise,visited_site,1,0,0
176,2025-11-30,organic_search,desktop,Brazil,starter,visited_site,1,0,0
177,2025-01-28,organic_search,mobile,Canada,starter,visited_site,1,0,0
178,2025-08-11,referral,desktop,Canada,starter,visited_site,1,0,0
179,2024-01-17,paid_ads,desktop,India,professional,visited_site,1,0,0
180,2025-02-15,organic_search,desktop,USA,professional,activated_feature,5,0,0
181,2024-08-29,social_media,tablet,USA,enterprise,visited_site,1,0,0
182,2024-01-22,direct,desktop,Australia,professional,visited_site,1,0,0
183,2025-11-06,social_media,desktop,Canada,enterprise,visited_site,1,0,0
184,2024-03-19,social_media,mobile,India,starter,visited_site,1,0,0
185,2025-05-30,referral,desktop,USA,starter,visited_site,1,0,0
186,2024-05-09,paid_ads,desktop,USA,professional,visited_site,1,0,0
187,2025-03-15,social_media,desktop,USA,enterprise,visited_site,1,0,0
188,2025-03-28,paid_ads,tablet,India,professional,visited_site,1,0,0
189,2025-06-07,direct,desktop,Canada,starter,completed_onboard,3,0,0
190,2024-12-14,paid_ads,desktop,UK,starter,converted_paid,7,1,20
191,2024-07-24,organic_search,tablet,Germany,professional,visited_site,1,0,0
192,2025-05-15,paid_ads,mobile,USA,professional,completed_onboard,3,0,0
193,2025-06-27,organic_search,mobile,India,starter,activated_feature,5,0,0
194,2025-11-21,social_media,mobile,Brazil,enterprise,visited_site,1,0,0
195,2024-03-26,organic_search,desktop,Brazil,starter,visited_site,1,0,0
196,2025-08-11,organic_search,desktop,Australia,enterprise,completed_onboard,3,0,0
197,2024-05-22,organic_search,desktop,USA,professional,visited_site,1,0,0
198,2024-01-09,organic_search,desktop,USA,professional,visited_site,1,0,0
199,2025-11-20,direct,desktop,UK,professional,visited_site,1,0,0
200,2024-07-26,social_media,mobile,Germany,starter,visited_site,1,0,0
201,2024-01-14,paid_ads,mobile,UK,professional,visited_site,1,0,0
202,2024-05-01,organic_search,desktop,USA,starter,visited_site,1,0,0
203,2024-10-14,organic_search,desktop,Australia,enterprise,visited_site,1,0,0
204,2024-02-28,paid_ads,mobile,Germany,starter,visited_site,1,0,0
205,2024-06-07,social_media,desktop,Germany,starter,completed_profile,4,0,0
206,2024-05-31,paid_ads,mobile,Germany,professional,visited_site,1,0,0
207,2025-07-31,paid_ads,mobile,UK,starter,visited_site,1,0,0
208,2025-06-03,paid_ads,mobile,Germany,enterprise,activated_feature,5,0,0
209,2024-10-19,paid_ads,mobile,Germany,starter,visited_site,1,0,0
210,2025-05-18,referral,desktop,USA,enterprise,visited_site,1,0,0
211,2024-09-17,paid_ads,mobile,USA,professional,completed_onboard,3,0,0
212,2025-01-29,organic_search,mobile,USA,enterprise,visited_site,1,0,0
213,2024-12-26,referral,desktop,India,starter,visited_site,1,0,0
214,2024-07-22,paid_ads,desktop,Germany,professional,completed_profile,4,0,0
215,2025-09-11,paid_ads,mobile,Australia,professional,visited_site,1,0,0
216,2024-02-04,paid_ads,desktop,Brazil,starter,completed_onboard,3,0,0
217,2024-08-03,paid_ads,tablet,India,professional,completed_onboard,3,0,0
218,2024-07-02,social_media,desktop,India,enterprise,visited_site,1,0,0
219,2025-01-09,paid_ads,desktop,Germany,starter,completed_onboard,3,0,0
220,2024-06-23,organic_search,desktop,Australia,starter,signed_up,2,0,0
221,2024-05-24,social_media,mobile,Brazil,professional,visited_site,1,0,0
222,2024-01-01,referral,mobile,Australia,starter,visited_site,1,0,0
223,2025-12-04,organic_search,mobile,India,professional,signed_up,2,0,0
224,2025-08-11,organic_search,tablet,India,enterprise,visited_site,1,0,0
225,2024-01-19,organic_search,desktop,Germany,professional,visited_site,1,0,0
226,2024-12-09,referral,mobile,Australia,starter,visited_site,1,0,0
227,2024-05-22,organic_search,mobile,India,professional,visited_site,1,0,0
228,2024-04-11,social_media,desktop,India,starter,visited_site,1,0,0
229,2024-01-03,organic_search,mobile,Germany,professional,visited_site,1,0,0
230,2025-10-26,paid_ads,tablet,Canada,enterprise,visited_site,1,0,0
231,2024-12-08,paid_ads,desktop,UK,professional,visited_site,1,0,0
232,2024-05-03,referral,mobile,Brazil,starter,completed_onboard,3,0,0
233,2024-11-29,direct,mobile,India,starter,visited_site,1,0,0
234,2024-10-17,paid_ads,desktop,India,starter,visited_site,1,0,0
235,2024-03-30,paid_ads,desktop,Germany,starter,visited_site,1,0,0
236,2025-08-05,organic_search,desktop,Germany,starter,visited_site,1,0,0
237,2025-01-19,organic_search,mobile,USA,enterprise,visited_site,1,0,0
238,2024-10-03,paid_ads,mobile,USA,starter,visited_site,1,0,0
239,2025-09-28,referral,desktop,USA,professional,visited_site,1,0,0
240,2025-09-03,referral,mobile,UK,starter,signed_up,2,0,0
241,2024-08-29,paid_ads,mobile,USA,professional,visited_site,1,0,0
242,2025-10-23,organic_search,desktop,Canada,starter,visited_site,1,0,0
243,2024-09-19,organic_search,mobile,Germany,professional,activated_feature,5,0,0
244,2024-10-06,social_media,desktop,India,professional,visited_site,1,0,0
245,2024-03-13,organic_search,desktop,Australia,professional,completed_profile,4,0,0
246,2025-10-03,organic_search,desktop,India,starter,visited_site,1,0,0
247,2024-03-07,social_media,desktop,Germany,starter,visited_site,1,0,0
248,2025-09-05,paid_ads,desktop,India,professional,visited_site,1,0,0
249,2025-07-01,paid_ads,mobile,UK,starter,visited_site,1,0,0
250,2025-10-31,direct,mobile,Australia,starter,visited_site,1,0,0
251,2025-10-17,paid_ads,mobile,India,professional,visited_site,1,0,0
252,2024-09-04,paid_ads,desktop,Brazil,starter,visited_site,1,0,0
253,2024-06-09,paid_ads,mobile,UK,professional,signed_up,2,0,0
254,2025-03-24,social_media,mobile,USA,starter,converted_paid,7,1,19
255,2024-05-22,referral,desktop,Brazil,enterprise,signed_up,2,0,0
256,2024-06-06,direct,mobile,USA,enterprise,signed_up,2,0,0
257,2025-04-10,referral,mobile,Australia,professional,activated_feature,5,0,0
258,2024-10-15,direct,mobile,Brazil,professional,visited_site,1,0,0
259,2025-06-20,direct,desktop,Germany,professional,converted_paid,7,1,127
260,2024-02-12,direct,mobile,Brazil,starter,activated_feature,5,0,0
261,2024-12-10,social_media,mobile,USA,starter,visited_site,1,0,0
262,2024-03-23,organic_search,tablet,USA,professional,visited_site,1,0,0
263,2025-08-31,organic_search,desktop,Australia,starter,signed_up,2,0,0
264,2024-05-03,paid_ads,tablet,Australia,professional,signed_up,2,0,0
265,2025-04-27,referral,mobile,Australia,starter,visited_site,1,0,0
266,2025-05-24,paid_ads,desktop,Canada,professional,visited_site,1,0,0
267,2025-04-15,organic_search,desktop,India,professional,visited_site,1,0,0
268,2024-12-03,organic_search,mobile,USA,starter,signed_up,2,0,0
269,2024-11-03,organic_search,desktop,India,starter,visited_site,1,0,0
270,2024-08-14,organic_search,desktop,USA,enterprise,signed_up,2,0,0
271,2024-04-14,paid_ads,desktop,UK,professional,visited_site,1,0,0
272,2024-08-19,organic_search,mobile,Brazil,professional,completed_onboard,3,0,0
273,2024-03-19,paid_ads,mobile,Germany,enterprise,visited_site,1,0,0
274,2024-03-27,referral,desktop,Canada,starter,visited_site,1,0,0
275,2024-10-03,social_media,desktop,USA,professional,completed_profile,4,0,0
276,2025-05-13,paid_ads,desktop,Brazil,enterprise,visited_site,1,0,0
277,2024-11-15,organic_search,desktop,USA,professional,visited_site,1,0,0
278,2024-12-25,paid_ads,desktop,UK,enterprise,visited_site,1,0,0
279,2025-08-12,social_media,desktop,USA,starter,visited_site,1,0,0
280,2024-10-14,organic_search,tablet,UK,enterprise,started_trial,6,0,0
281,2025-10-26,social_media,desktop,USA,starter,visited_site,1,0,0
282,2024-06-20,paid_ads,mobile,India,starter,signed_up,2,0,0
283,2025-09-22,organic_search,mobile,Germany,starter,visited_site,1,0,0
284,2024-10-28,referral,desktop,UK,professional,signed_up,2,0,0
285,2024-08-22,social_media,mobile,Germany,starter,visited_site,1,0,0
286,2025-03-11,organic_search,mobile,Australia,starter,visited_site,1,0,0
287,2025-11-13,referral,desktop,UK,professional,visited_site,1,0,0
288,2024-08-16,social_media,mobile,Germany,starter,completed_profile,4,0,0
289,2025-03-24,organic_search,desktop,USA,starter,visited_site,1,0,0
290,2024-10-28,organic_search,desktop,Canada,professional,signed_up,2,0,0
291,2025-08-20,social_media,desktop,India,professional,visited_site,1,0,0
292,2025-03-12,referral,mobile,Canada,starter,visited_site,1,0,0
293,2024-04-10,paid_ads,desktop,USA,starter,visited_site,1,0,0
294,2025-02-08,organic_search,desktop,Germany,professional,completed_onboard,3,0,0
295,2025-08-05,organic_search,desktop,USA,starter,visited_site,1,0,0
296,2025-06-19,paid_ads,mobile,USA,professional,visited_site,1,0,0
297,2024-07-29,social_media,mobile,India,professional,visited_site,1,0,0
298,2025-12-04,organic_search,desktop,Australia,professional,visited_site,1,0,0
299,2024-10-29,paid_ads,desktop,USA,professional,completed_profile,4,0,0
300,2024-02-16,direct,tablet,Germany,starter,visited_site,1,0,0
301,2025-02-03,organic_search,desktop,Canada,starter,visited_site,1,0,0
302,2024-09-10,organic_search,mobile,Brazil,starter,visited_site,1,0,0
303,2025-08-03,paid_ads,mobile,Brazil,professional,signed_up,2,0,0
304,2025-08-04,referral,desktop,Australia,starter,visited_site,1,0,0
305,2025-09-03,social_media,desktop,Canada,enterprise,visited_site,1,0,0
306,2025-10-25,social_media,desktop,Germany,starter,visited_site,1,0,0
307,2025-02-03,paid_ads,desktop,India,starter,completed_profile,4,0,0
308,2025-11-26,social_media,desktop,Australia,starter,visited_site,1,0,0
309,2024-03-10,organic_search,mobile,UK,starter,signed_up,2,0,0
310,2024-07-17,referral,desktop,Germany,enterprise,visited_site,1,0,0
311,2024-01-21,paid_ads,mobile,Australia,professional,visited_site,1,0,0
312,2025-01-18,organic_search,mobile,USA,professional,visited_site,1,0,0
313,2024-11-22,direct,desktop,USA,professional,visited_site,1,0,0
314,2024-02-12,social_media,mobile,Brazil,starter,visited_site,1,0,0
315,2025-07-30,organic_search,mobile,UK,starter,visited_site,1,0,0
316,2025-03-10,paid_ads,desktop,Germany,starter,signed_up,2,0,0
317,2025-10-11,social_media,mobile,USA,professional,visited_site,1,0,0
318,2024-06-02,direct,mobile,UK,starter,visited_site,1,0,0
319,2025-12-26,organic_search,mobile,UK,starter,visited_site,1,0,0
320,2025-03-22,organic_search,desktop,Brazil,professional,visited_site,1,0,0
321,2024-08-14,paid_ads,desktop,India,starter,visited_site,1,0,0
322,2024-11-02,organic_search,mobile,Canada,starter,visited_site,1,0,0
323,2025-04-29,organic_search,desktop,USA,starter,visited_site,1,0,0
324,2025-07-07,social_media,mobile,India,enterprise,visited_site,1,0,0
325,2024-10-09,paid_ads,mobile,USA,professional,visited_site,1,0,0
326,2025-11-18,organic_search,tablet,USA,starter,signed_up,2,0,0
327,2025-06-07,organic_search,desktop,Germany,starter,visited_site,1,0,0
328,2024-06-10,social_media,desktop,Brazil,starter,signed_up,2,0,0
329,2024-12-18,organic_search,mobile,India,starter,signed_up,2,0,0
330,2025-04-20,organic_search,mobile,USA,starter,visited_site,1,0,0
331,2025-04-01,referral,mobile,UK,professional,completed_onboard,3,0,0
332,2024-08-05,paid_ads,desktop,Canada,starter,signed_up,2,0,0
333,2024-11-09,organic_search,desktop,USA,starter,visited_site,1,0,0
334,2024-10-15,social_media,desktop,UK,professional,visited_site,1,0,0
335,2024-05-03,organic_search,mobile,India,professional,completed_onboard,3,0,0
336,2024-05-22,direct,desktop,USA,starter,visited_site,1,0,0
337,2025-04-04,organic_search,desktop,India,professional,visited_site,1,0,0
338,2025-10-07,organic_search,mobile,USA,enterprise,visited_site,1,0,0
339,2025-09-03,social_media,mobile,USA,starter,visited_site,1,0,0
340,2024-10-07,paid_ads,desktop,India,professional,visited_site,1,0,0
341,2025-09-13,paid_ads,desktop,Brazil,starter,visited_site,1,0,0
342,2024-03-03,referral,mobile,Australia,starter,visited_site,1,0,0
343,2024-04-29,paid_ads,mobile,UK,professional,visited_site,1,0,0
344,2024-08-09,social_media,mobile,USA,starter,converted_paid,7,1,17
345,2025-09-23,organic_search,tablet,Canada,professional,visited_site,1,0,0
346,2025-07-29,organic_search,desktop,USA,professional,signed_up,2,0,0
347,2024-07-19,social_media,mobile,Germany,starter,completed_onboard,3,0,0
348,2024-10-27,referral,mobile,Canada,enterprise,visited_site,1,0,0
349,2025-07-03,social_media,desktop,Canada,starter,activated_feature,5,0,0
350,2024-06-10,paid_ads,mobile,USA,professional,activated_feature,5,0,0
351,2025-12-22,paid_ads,tablet,India,starter,visited_site,1,0,0
352,2024-04-02,paid_ads,desktop,USA,starter,signed_up,2,0,0
353,2025-11-19,paid_ads,mobile,UK,starter,visited_site,1,0,0
354,2025-12-04,paid_ads,desktop,USA,starter,completed_profile,4,0,0
355,2025-07-24,paid_ads,desktop,Brazil,starter,signed_up,2,0,0
356,2024-11-28,paid_ads,mobile,UK,professional,visited_site,1,0,0
357,2024-04-18,direct,desktop,India,professional,visited_site,1,0,0
358,2025-06-03,social_media,desktop,Canada,enterprise,visited_site,1,0,0
359,2025-10-19,referral,desktop,Germany,professional,signed_up,2,0,0
360,2024-11-27,organic_search,desktop,UK,starter,completed_onboard,3,0,0
361,2025-03-25,organic_search,desktop,Brazil,professional,visited_site,1,0,0
362,2025-08-27,referral,mobile,UK,starter,activated_feature,5,0,0
363,2025-02-22,organic_search,mobile,USA,starter,visited_site,1,0,0
364,2024-05-06,paid_ads,desktop,India,enterprise,visited_site,1,0,0
365,2025-10-19,organic_search,mobile,Germany,professional,visited_site,1,0,0
366,2024-12-29,paid_ads,desktop,UK,enterprise,visited_site,1,0,0
367,2024-12-25,social_media,mobile,Canada,enterprise,visited_site,1,0,0
368,2025-11-09,referral,desktop,India,starter,visited_site,1,0,0
369,2025-07-12,paid_ads,desktop,Germany,starter,visited_site,1,0,0
370,2024-11-20,organic_search,desktop,Germany,professional,activated_feature,5,0,0
371,2025-01-10,paid_ads,mobile,UK,professional,completed_onboard,3,0,0
372,2024-08-21,direct,mobile,USA,starter,signed_up,2,0,0
373,2025-07-02,paid_ads,desktop,USA,starter,signed_up,2,0,0
374,2025-01-03,direct,desktop,Canada,professional,visited_site,1,0,0
375,2024-10-04,organic_search,mobile,USA,starter,visited_site,1,0,0
376,2025-01-13,paid_ads,desktop,UK,professional,visited_site,1,0,0
377,2025-06-16,referral,desktop,Canada,professional,completed_onboard,3,0,0
378,2024-04-13,direct,mobile,India,professional,started_trial,6,0,0
379,2025-09-04,organic_search,mobile,UK,professional,signed_up,2,0,0
380,2025-11-15,paid_ads,desktop,Brazil,enterprise,visited_site,1,0,0
381,2025-07-11,paid_ads,desktop,Australia,professional,signed_up,2,0,0
382,2025-08-04,organic_search,tablet,Brazil,professional,signed_up,2,0,0
383,2025-02-02,paid_ads,desktop,India,starter,visited_site,1,0,0
384,2024-03-22,social_media,tablet,India,professional,visited_site,1,0,0
385,2025-05-25,paid_ads,mobile,UK,professional,visited_site,1,0,0
386,2024-05-26,organic_search,mobile,India,professional,visited_site,1,0,0
387,2024-04-23,organic_search,desktop,USA,enterprise,signed_up,2,0,0
388,2025-10-25,paid_ads,mobile,Australia,professional,completed_profile,4,0,0
389,2025-05-02,social_media,mobile,Australia,enterprise,signed_up,2,0,0
390,2025-07-02,organic_search,desktop,Australia,professional,visited_site,1,0,0
